Id,Chinese,Chinese_Temp,English,Traditional,Spanish,Russian,Japenese,Thai,Italian,Portuguese,Vietnam,Korean,German,French,Indonesia
itemDesc_250014,使用后，可以获得稀有称号【抬价小能手】<br>称号可在个人信息界面里设置,使用后，可以获得稀有称号【抬价小能手】<br>称号可在个人信息界面里设置,"After use, obtain rare title [Price Hiking Expert]<br>Title can be set in the profile interface",使用後，可以獲得稀有稱號【抬價小能手】<br>稱號可在個人信息界面裡設置,"Después de usar, obtén el título raro [Experto en Subir Precios]<br>El título se puede configurar en la interfaz de perfil",После использования получить редкий титул [Мастер повышения цен]<br>Титул можно установить в интерфейсе профиля,使用後、レア称号【値上げの達人】を獲得<br>称号はプロフィール画面で設定可能,หลังใช้งาน รับตำแหน่งแรร์【มือโปรยกระดับราคา】<br>สามารถตั้งค่าตำแหน่งในหน้าข้อมูลส่วนตัวได้,"Dopo l'uso, ottieni il titolo raro [Esperto nel Rialzare Prezzi]<br>Il titolo può essere impostato nell'interfaccia del profilo","Após o uso, obtenha o título raro [Especialista em Aumentar Preços]<br>O título pode ser configurado na interface do perfil","Sau khi sử dụng, nhận danh hiệu hiếm [Chuyên gia nâng giá]<br>Danh hiệu có thể cài đặt trong giao diện thông tin cá nhân",사용 후 희귀 칭호【가격 올리기 전문가】획득<br>칭호는 프로필 화면에서 설정 가능,"Nach Verwendung, erhalten Sie seltenen Titel [Preiserhöhungsexperte]<br>Der Titel kann in der Profiloberfläche eingestellt werden","Après utilisation, obtenez le titre rare [Spécialiste de la Hausse des Prix]<br>Le titre peut être défini dans l’interface de profil","Selepas digunakan, dapatkan gelar jarang [Pakar Naik Harga]<br>Gelar boleh diatur dalam antara muka profil"
itemDesc_250015,使用后，可以获得稀有称号【下次一定】<br>称号可在个人信息界面里设置,使用后，可以获得稀有称号【下次一定】<br>称号可在个人信息界面里设置,"After use, obtain rare title [Next Time for Sure]<br>Title can be set in the profile interface",使用後，可以獲得稀有稱號【下次一定】<br>稱號可在個人信息界面裡設置,"Después de usar, obtén el título raro [Seguro la Próxima Vez]<br>El título se puede configurar en la interfaz de perfil",После использования получить редкий титул [Обязательно в следующий раз]<br>Титул можно установить в интерфейсе профиля,使用後、レア称号【今度こそ】を獲得<br>称号はプロフィール画面で設定可能,หลังใช้งาน รับตำแหน่งแรร์【ครั้งหน้าแน่นอน】<br>สามารถตั้งค่าตำแหน่งในหน้าข้อมูลส่วนตัวได้,"Dopo l'uso, ottieni il titolo raro [La Prossima Volta di Sicuro]<br>Il titolo può essere impostato nell'interfaccia del profilo","Após o uso, obtenha o título raro [Com Certeza na Próxima Vez]<br>O título pode ser configurado na interface do perfil","Sau khi sử dụng, nhận danh hiệu hiếm [Lần sau nhất định]<br>Danh hiệu có thể cài đặt trong giao diện thông tin cá nhân",사용 후 희귀 칭호【다음엔 꼭】획득<br>칭호는 프로필 화면에서 설정 가능,"Nach Verwendung, erhalten Sie seltenen Titel [Nächstes Mal bestimmt]<br>Der Titel kann in der Profiloberfläche eingestellt werden","Après utilisation, obtenez le titre rare [Sûrement la Prochaine Fois]<br>Le titre peut être défini dans l’interface de profil","Selepas digunakan, dapatkan gelar jarang [Pasti Lain Kali]<br>Gelar boleh diatur dalam antara muka profil"
ui_sendauction_tips,可创建一个集装箱委托系统拍卖，有概率出现在玩家对局中。,可创建一个集装箱委托系统拍卖，有概率出现在玩家对局中。,"You can create a container consignment auction system, which may randomly appear in player matches.",可創建一個集裝箱委託系統拍賣，有概率出現在玩家對局中。,"Puedes crear un sistema de subasta de contenedores por encargo, que puede aparecer aleatoriamente en las partidas de los jugadores.","Вы можете создать систему аукциона контейнеров по поручению, которая может случайно появляться в матчах игроков.",コンテナ委託オークションシステムを作成でき、プレイヤーの対戦にランダムに出現する場合があります。,สามารถสร้างระบบประมูลคอนเทนเนอร์แบบรับจัดซึ่งมีโอกาสปรากฏในการแข่งขันของผู้เล่นแบบสุ่ม,"Puoi creare un sistema d'asta di container su commissione, che può apparire casualmente nelle partite dei giocatori.","Você pode criar um sistema de leilão de contêineres por consignação, que pode aparecer aleatoriamente nas partidas dos jogadores.","Bạn có thể tạo hệ thống đấu giá giao hàng container, có khả năng xuất hiện ngẫu nhiên trong trận đấu của người chơi.","컨테이너 위탁 경매 시스템을 생성할 수 있으며, 플레이어 대전에 무작위로 등장할 확률이 있습니다.","Du kannst ein Container-Auktionssystem auf Auftrag erstellen, das zufällig in Spieler-Matches erscheinen kann.","Vous pouvez créer un système d’enchères de conteneurs par commission, qui peut apparaître aléatoirement dans les parties des joueurs.","Anda dapat membuat sistem lelang kontainer secara konsinyasi, yang berkemungkinan muncul secara acak dalam pertandingan pemain."
ui_reward_btnClose,点击屏幕继续,点击屏幕继续,Tap the screen to continue,點擊屏幕繼續,Pulsa la pantalla para continuar,"Нажмите на экран, чтобы продолжить",画面をタップして続行,แตะหน้าจอเพื่อทำต่อ,Tocca lo schermo per continuare,Toque na tela para continuar,Nhấn màn hình để tiếp tục,화면을 터치하여 계속,"Tippe auf den Bildschirm, um fortzufahren",Appuyez sur l’écran pour continuer,Ketuk layar untuk melanjutkan
notice_10038,自己挂拍的商品不能出价,自己挂拍的商品不能出价,You cannot bid on your own listed items,自己掛拍的商品不能出價,No puedes pujar por tus propios artículos publicados,Вы не можете делать ставки на свои собственные выставленные предметы,自身が出品したアイテムには入札できません,ไม่สามารถประมูลสินค้าที่ตัวเองลงขายได้,Non puoi fare offerte sugli articoli che hai pubblicato tu stesso.,Você não pode dar lances nos itens que você mesmo listou.,Không thể đấu giá sản phẩm do chính mình đăng bán.,본인이 등록한 상품에는 입찰할 수 없습니다.,Sie können nicht auf Ihre eigenen eingestellten Artikel bieten.,Vous ne pouvez pas enchérir sur vos propres articles mis en vente.,Anda tidak boleh menawar barang yang anda sendiri senaraikan.
notice_10039,名称可用。,名称可用。,Name is available.,名稱可用。,El nombre está disponible.,Имя доступно.,名称使用可能です。,ชื่อใช้ได้,Il nome è disponibile.,O nome está disponível.,Tên có thể sử dụng.,이름 사용 가능합니다.,Der Name ist verfügbar.,Le nom est disponible.,Nama boleh digunakan.
ui_useemoji_title,对 {0} 使用互动道具,对 {0} 使用互动道具,Use Interactive Item on {0},對 {0} 使用互動道具,Usar objeto de interacción en {0},Использовать предмет взаимодействия на {0},{0} にインタラクトアイテムを使用する,ใช้ไอเท็มโต้ตอบกับ {0},Usa oggetto di interazione su {0},Usar item de interação em {0},Sử dụng vật phẩm tương tác với {0},{0}에 상호작용 아이템 사용,Interaktionsgegenstand an {0} verwenden,Utiliser l’objet d’interaction sur {0},Gunakan item interaksi pada {0}
ui_hero_xianmian,限免,限免,Limited-Time Free,限免,Gratis por tiempo limitado,Ограниченно бесплатно,期間限定無料,ฟรีจำกัดเวลา,Gratis per tempo limitato,Gratuito por tempo limitado,Miễn phí giới hạn,한정 무료,Eingeschränkt kostenlos,Gratuit pour une durée limitée,Percuma terhad
ui_hero_tiyan,体验,体验,Trial,體驗,Prueba,Пробный период,体験,ทดลอง,Prova,Test,Trải nghiệm,체험,Test,Essai,Percubaan
itemDesc_100110,显示所有绿色和白色品质藏品的平均格数,显示所有绿色和白色品质藏品的平均格数,Display the average number of slots for all Green and White rarity collectibles,顯示所有綠色和白色品質藏品的平均格數,Muestra las casillas promedio de todas las colecciones de rareza verde,Показывает среднее кол-во ячеек для всех лотов зелёного качества,すべての緑ランクのコレクションの平均マス数を表示する,แสดงจำนวนช่องเฉลี่ยของของสะสมคุณภาพสีเขียวทั้งหมด,Mostra la media delle caselle occupate da tutti i collezionabili di qualità verde,Exibir o número médio de slots ocupados por todos os colecionáveis de raridade verde.,Hiển thị số ô trung bình của tất cả vật phẩm Lục,모든 그린 등급 소장품의 평균 칸수를 오픈한다.,Zeigt den durchschnittlich belegten Slotwert aller Sammlerstücke in grüner Qualität,Révèle le nombre moyen de cases de toutes les pièces de collection de qualité verte.,Menampilkan jumlah slot kotak rata-rata untuk semua koleksi kualitas hijau.
skillDesc_201,所有白色和绿色品质藏品总占位数为 {0} 格,所有白色和绿色品质藏品总占位数为 {0} 格,Total Green and White rarity collectibles slots: {0},所有白色和綠色品質藏品總佔位數為 {0} 格,Casillas totales ocupadas por todas las colecciones de rareza verde: {0},"Общее кол-во ячеек, занимаемыми зел. лотами, – {0} яч.",すべての緑ランクのコレクションが占有するマス数の合計は{0}マス,จำนวนช่องรวมของของสะสมคุณภาพสีเขียวคือ {0} ช่อง,Caselle occupate da tutti i collezionabili di qualità verde: {0},O total de slots ocupados por todos os colecionáveis de raridade verde é {0}.,Tổng số vị trí chiếm của vật phẩm Lục là {0} ô,모든 그린 등급 소장품의 총 칸수: {0}칸,Gesamtanzahl belegter Slots aller Sammlerstücke in grüner Qualität: {0},Le nombre total de cases occupées par les pièces de qualité verte est de {0}.,Jumlah slot kotak yang ditempati semua koleksi berkualitas hijau adalah {0} slot.
ui_shore_xiacishuaxinshijian,下次刷新时间:,下次刷新时间:,Next refresh time:,下次刷新時間:,Próxima hora de actualización:,Следующее время обновления:,次のリフレッシュ時間:,เวลารีเฟรชครั้งถัดไป:,Prossimo orario di aggiornamento:,Próximo horário de atualização:,Thời gian làm mới tiếp theo:,다음 갱신 시간:,Nächste Aktualisierungszeit:,Prochaine heure de rafraîchissement:,Masa penyegaran seterusnya:
ui_common_31,{0} 小时前,{0} 小时前,{0} hours ago,{0} 小時前,Hace {0} horas,{0} часов назад,{0} 時間前,{0} ชั่วโมงที่แล้ว,{0} ore fa,Há {0} horas,{0} giờ trước,{0}시간 전,Vor {0} Stunden,Il y a {0} heures,{0} jam lepas
ui_common_32,{0} 天前,{0} 天前,{0} days ago,{0} 天前,Hace {0} días,{0} дней назад,{0} 日前,{0} วันที่แล้ว,{0} giorni fa,Há {0} dias,{0} ngày trước,{0}일 전,Vor {0} Tagen,Il y a {0} jours,{0} hari lepas
ui_common_33,1 年前,1 年前,1 year ago,1 年前,Hace 1 año,1 год назад,1 年前,1 ปีที่แล้ว,1 anno fa,Há 1 ano,1 năm trước,1년 전,Vor 1 Jahr,Il y a 1 an,1 tahun lepas
ui_time_dayhour,{0} 天 {1} 小时,{0} 天 {1} 小时,{0} days {1} hours,{0} 天 {1} 小時,{0} días {1} horas,{0} дней {1} часов,{0} 日 {1} 時間,{0} วัน {1} ชั่วโมง,{0} giorni {1} ore,{0} dias {1} horas,{0} ngày {1} giờ,{0}일 {1}시간,{0} Tage {1} Stunden,{0} jours {1} heures,{0} hari {1} jam
ui_time_hourmin,{0} 小时 {1} 分,{0} 小时 {1} 分,{0} hours {1} mins,{0} 小時 {1} 分,{0} horas {1} minutos,{0} часов {1} минут,{0} 時間 {1} 分,{0} ชั่วโมง {1} นาที,{0} ore {1} minuti,{0} horas {1} minutos,{0} giờ {1} phút,{0}시간 {1}분,{0} Stunden {1} Minuten,{0} heures {1} minutes,{0} jam {1} minit
ui_time_expired,已到期,已到期,Expired,已到期,Vencido,Истек,期限切れ,หมดอายุแล้ว,Scaduto,Expirado,Đã hết hạn,만료됨,Abgelaufen,Expiré,Telah tamat tempoh
ui_onekey_duihuan,兑换数量,兑换数量,Redemption Quantity,兌換數量,Cantidad de Canje,Количество обмена,交換数,จำนวนแลกเปลี่ยน,Quantità di Riscatto,Quantidade de Resgate,Số lượng đổi thưởng,교환 수량,Einlösungsmenge,Quantité d’échange,Kuantiti Penebusan
ui_onekey_mehave,已拥有: {0},已拥有: {0},Owned: {0},已擁有: {0},Poseído: {0},В наличии: {0},所持数: {0},มีอยู่แล้ว: {0},Posseduto: {0},Possuído: {0},Đã sở hữu: {0},보유: {0},Besitzt: {0},Possédé: {0},Telah Milik: {0}
ui_shop_price,售价：,售价：,Price:,售價：,Precio:,Цена:,販売価格:,ราคาขาย:,Prezzo:,Preço:,Giá bán:,판매가:,Preis:,Prix:,Harga Jualan:
ui_auciton_zaishou,在售数量：,在售数量：,On Sale,在售數量：,En venta,В продаже,出品中,กำลังขาย,In vendita,À venda,Đang bán,판매 중,Verfügbar,En vente,Dijual
ui_auciton_dangqian,当前出价：,当前出价：,Current Bid:,當前出價：,Oferta actual:,Текущая ставка:,現在の入札額：,ราคาประมูลปัจจุบัน:,Offerta attuale:,Lance atual:,Mức đấu giá hiện tại:,현재 입찰가:,Aktuelles Gebot:,Enchère actuelle :,Tawaran Semasa:
ui_auction_pingjunjia,成交均价：,成交均价：,Average Price:,成交均價：,Precio promedio:,Средняя цена:,平均価格：,ราคาเฉลี่ย:,Prezzo medio:,Precio promedio:,Giá trung bình:,평균가:,Durchschnittspreis:,Preço Médio: sem preço ainda,Harga Rata-Rata
ui_auction_noprice,暂无成交价,暂无成交价,No Current Price,暫無成交價,Sin datos,Пока нет цены сделки,まだ取引価格なし,ยังไม่มีราคาที่ทำธุรกรรม,Nessun prezzo di transazione ancora,Sin datos,Chưa có giá giao dịch,아직 거래가 없음,Noch kein Transaktionspreis,Sem preço ainda,Tiada Harga Transaksi Lagi
ui_time_limittime,挂拍时间：,挂拍时间：,Listing Time:,掛拍時間：,Hora de publicación:,Время размещения:,出品時間：,เวลาการลงขาย:,Ora di inserimento:,Hora de listagem:,Thời gian đăng bán:,등록 시간:,Einstellungszeit:,Heure de mise en vente :,Masa Penyenaraian:
ui_info_nounion,暂未加入协会,暂未加入协会,Not in a Guild Yet,暫未加入協會,No te has unido a una asociación aún,Не в гильдии,まだ協会に未加入,ยังไม่ได้เข้าร่วมสมาคม,Non hai ancora unito un’associazione,Ainda não entrou em uma associação,Chưa tham gia,아직 협회 미가입,Noch keiner Gilde beigetreten,Не в гильдии,Belum Menyertai Persatuan
ui_auctionplace_gongshi,公示时间：,公示时间：,Public Notice Time:,公示時間：,En anuncio,Уведомление...,公開中,อยู่ระหว่างการประกาศ,In esposizione,Em divulgação,Đang công khai,공개 중,In Veröffentlichung,Publication...,Pengumuman Lelang
ui_common_4,确认,确认,Confirm,確認,Confirmar,Подтвердить,確認,ยืนยัน,Conferma,Confirmar,Xác nhận,확인,Bestätigen,Confirmer,Sah
ui_common_5,取消,取消,Cancel,取消,Cancelar,Отмена,キャンセル,ยกเลิก,Annulla,Cancelar,Hủy,취소,Abbrechen,Annuler,Batal
ui_common_6,关闭,关闭,Close,關閉,Cerrar,Закрыть,閉じる,ปิด,Chiudi,Fechar,Đóng,닫기,Schließen,Fermer,Tutup
ui_battle_intell_info,当前筛选藏品平均价值为 {0},当前筛选藏品平均价值为 {0},Average Value of Filtered Collectibles: {0},當前篩選藏品平均價值為 {0},Valor medio de los coleccionables filtrados actualmente es {0},Средняя стоимость отфильтрованных предметов: {0},現在のフィルタリング対象コレクションの平均価値は {0} です,ค่าเฉลี่ยของสินค้าสะสมที่กรองปัจจุบันคือ {0},Valore medio dei collezionabili filtrati attualmente è {0},Valor médio dos colecionáveis filtrados atualmente é {0},Giá trị trung bình của bộ sưu tập đã lọc hiện tại là {0},현재 필터링된 컬렉션의 평균 가치는 {0}입니다.,Durchschnittswert der gefilterten Sammlerstücke: {0},Valeur moyenne des objets de collection filtrés actuellement : {0},Nilai purba koleksi yang ditapis semasa ialah {0}
notice_10042,上架成功,上架成功,Listed,上架成功,Publicado exitosamente,Размещено успешно,出品成功,ลงขายสำเร็จ,Inserimento riuscito,Listado com sucesso,Đăng bán thành công,등록 성공,Erfolgreich eingestellt,Mise en vente réussie,Berjaya disenaraikan
notice_10043,下架成功,下架成功,Delisted,下架成功,Retirado exitosamente,Убрано успешно,取り下げ成功,ยกเลิกการลงขายสำเร็จ,Rimozione riuscita,Removido com sucesso,Hủy đăng bán thành công,철회 성공,Erfolgreich entfernt,Retrait réussi,Berjaya dibatalkan
notice_10044,上架位置增加成功,上架位置增加成功,Sell Slot Increased,上架位置增加成功,Ranura de publicación aumentada exitosamente,Слот для размещения увеличен,出品枠増加成功,เพิ่มช่องลงขายสำเร็จ,Slot di inserimento aumentato,Slot de listagem aumentado,Tăng vị trí đăng bán thành công,등록 슬롯 증가 성공,Einstellplatz erfolgreich erhöht,Emplacement de vente augmenté,Tambah slot senarai berjaya
notice_10045,出价成功,出价成功,Bid successful,出價成功,Oferta exitosa,Ставка принята,入札成功,ประมูลสำเร็จ,Offerta riuscita,Lance bem-sucedido,Đấu giá thành công,입찰 성공,Gebot erfolgreich,Enchère réussie,Tawaran berjaya
notice_10046,上架栏位不足，上架失败,上架栏位不足，上架失败,"Insufficient Sell Slots, Listing Failed",上架欄位不足，上架失敗,"Ranuras de publicación insuficientes, publicación fallida","Недостаточно слотов, размещение не удалось",出品枠不足のため出品失敗,ช่องลงขายไม่เพียงพอ ลงขายล้มเหลว,"Slot insufficienti, inserimento fallito","Slots insuficientes, listagem falhou","Không đủ vị trí đăng bán, đăng bán thất bại",등록 슬롯 부족으로 등록 실패,"Nicht genügend Einstellplätze, Einstellung fehlgeschlagen","Emplacements insuffisants, échec de la mise en vente","Slot senarai tidak mencukupi, gagal disenaraikan"
notice_10047,上架商品数量不正确,上架商品数量不正确,Invalid Quantity,上架商品數量不正確,Cantidad de artículos publicada incorrecta,Неверное количество выставленных предметов,出品商品数が不正です,จำนวนสินค้าที่ลงขายไม่ถูกต้อง,Quantità di articoli inseriti errata,Quantidade de itens listados incorreta,Số lượng sản phẩm đăng bán không chính xác,등록 상품 수량이 올바르지 않음,Falsche Anzahl eingestellter Artikel,Quantité d’articles mise en vente incorrecte,Bilangan barang yang disenaraikan tidak betul
notice_10049,一口价必须大于起拍价,一口价必须大于起拍价,Buyout Price Must Be Higher Than Starting Price,一口價必須大於起拍價,El precio de compra inmediata debe ser mayor que el inicial,Цена выкупа должна быть выше стартовой,即決価格は開始価格より高くしてください,ราคาซื้อทันทีต้องมากกว่าราคาประมูลเริ่มต้น,Prezzo di acquisto immediato superiore al prezzo di partenza,Preço de compra imediata deve ser maior que o inicial,Giá mua ngay phải lớn hơn giá khởi điểm,즉시 구매 가격은 시작 가격보다 높아야 합니다,Sofortkaufpreis muss höher als Startpreis sein,Prix d’achat immédiat supérieur au prix de départ,Harga beli terus mesti lebih tinggi daripada harga permulaan
ui_guild_title_12,成员积分排行,成员积分排行,Member Points Rank,成員積分排行,Clasificación de puntos de miembros,Рейтинг очков участников,メンバーPtランキング,อันดับคะแนนสมาชิก,Classifica punti membri,Ranking de pontos de membros,Bảng xếp hạng điểm thành viên,멤버 포인트 랭킹,Mitglieder-Punktwertung,Classement des points des membres,Kedudukan Mata Ahli
ui_guild_title_13,玩家协会排行,玩家协会排行,Guild Rank,玩家協會排行,Clasificación de asociaciones de jugadores,Рейтинг гильдий игроков,プレイヤー協会ランキング,อันดับสมาคมผู้เล่น,Classifica associazioni giocatori,Ranking de associações de jogadores,Bảng xếp hạng hiệp hội người chơi,플레이어 길드 랭킹,Spieler-Gilden-Ranking,Classement des associations de joueurs,Kedudukan Persatuan Pemain
guild_membe_name_01,会长,会长,Leader,會長,Presidente,Председатель,会長,ประธาน,Presidente,Presidente,Chủ tịch,회장,Präsident,Président,Pengerusi
guild_membe_name_02,管理员,管理员,Officer,管理員,Administrador,Администратор,管理者,ผู้ดูแลระบบ,Amministratore,Administrador,Quản trị viên,관리자,Administrator,Administrateur,Pentadbir
guild_membe_name_03,普通成员,普通成员,Regular Member,普通成員,Miembro regular,Обычный участник,一般メンバー,สมาชิกทั่วไป,Membro ordinario,Membro regular,Thành viên thường,일반 멤버,Normales Mitglied,Membre ordinaire,Ahli Biasa
guild_member_title_01,头衔 1,头衔 1,Title 1,頭銜 1,Título 1,Звание 1,称号 1,ตำแหน่งที่ 1,Titolo 1,Título 1,Danh hiệu 1,칭호 1,Titel 1,Titre 1,Gelaran 1
guild_member_title_02,头衔 2,头衔 2,Title 2,頭銜 2,Título 2,Звание 2,称号 2,ตำแหน่งที่ 2,Titolo 2,Título 2,Danh hiệu 2,칭호 2,Titel 2,Titre 2,Gelaran 2
guild_member_title_03,头衔 3,头衔 3,Title 3,頭銜 3,Título 3,Звание 3,称号 3,ตำแหน่งที่ 3,Titolo 3,Título 3,Danh hiệu 3,칭호 3,Titel 3,Titre 3,Gelaran 3
guild_member_title_04,头衔 4,头衔 4,Title 4,頭銜 4,Título 4,Звание 4,称号 4,ตำแหน่งที่ 4,Titolo 4,Título 4,Danh hiệu 4,칭호 4,Titel 4,Titre 4,Gelaran 4
guild_member_title_05,头衔 5,头衔 5,Title 5,頭銜 5,Título 5,Звание 5,称号 5,ตำแหน่งที่ 5,Titolo 5,Título 5,Danh hiệu 5,칭호 5,Titel 5,Titre 5,Gelaran 5
guild_member_title_06,头衔 6,头衔 6,Title 6,頭銜 6,Título 6,Звание 6,称号 6,ตำแหน่งที่ 6,Titolo 6,Título 6,Danh hiệu 6,칭호 6,Titel 6,Titre 6,Gelaran 6
guild_member_title_07,头衔 7,头衔 7,Title 7,頭銜 7,Título 7,Звание 7,称号 7,ตำแหน่งที่ 7,Titolo 7,Título 7,Danh hiệu 7,칭호 7,Titel 7,Titre 7,Gelaran 7
guild_member_title_08,头衔 8,头衔 8,Title 8,頭銜 8,Título 8,Звание 8,称号 8,ตำแหน่งที่ 8,Titolo 8,Título 8,Danh hiệu 8,칭호 8,Titel 8,Titre 8,Gelaran 8
guild_member_title_09,头衔 9,头衔 9,Title 9,頭銜 9,Título 9,Звание 9,称号 9,ตำแหน่งที่ 9,Titolo 9,Título 9,Danh hiệu 9,칭호 9,Titel 9,Titre 9,Gelaran 9
ui_value_middle,中,中,Medium,中,Medio,Средний,中,ปานกลาง,Medio,Médio,Vừa,중,Mittel,Moyen,Sederhana
emoji_name_202,鸡,鸡,Chicken,雞,Pollo,Курица,鶏,ไก่,Pollo,Galinha,Gà,닭,Huhn,Poulet,Ayam
emoji_name_203,小丑,小丑,Clown,小丑,Payaso,Клоун,ピエロ,ตัวตลก,Clown,Palhaço,Hề xiếc,광대,Clown,Clown,Badut
emoji_name_204,雪花,雪花,Snowflake,雪花,Copo de nieve,Снежинка,雪の結晶,เกล็ดหิมะ,Fiocco di neve,Floco de neve,Bông tuyết,눈송이,Schneeflocke,Flocon de neige,Kepingan salji
emoji_name_205,番茄,番茄,Tomato,番茄,Tomate,Помидор,トマト,มะเขือเทศ,Pomodoro,Tomate,Cà chua,토마토,Tomate,Tomate,Tomat
emoji_name_206,弹幕,弹幕,live comment,彈幕,Pantalla de comentarios,Данмаку,弾幕,ดานมากุ,Danmaku,Danmaku,Danmaku,탄막,Danmaku,Danmaku,Danmaku
emoji_name_207,碎屏,碎屏,Shatter Screen,碎屏,Pantalla rota,Разбитый экран,割れスクリーン,จอแตก,Schermo rotto,Tela quebrada,Màn hình vỡ,깨진 화면,Zerstörter Bildschirm,Écran cassé,Skrin pecah
emoji_name_208,墨鱼,墨鱼,Squid,墨魚,(test requiere objeto),(Предметы для тестирования),（テスト用、道具が必要）,(test ต้องมีไอเทม),(Richiede oggetto test),(test Itens Necessários),(Test cần đạo cụ),(테스트 시 아이템 필요),(Gegenstand für Test),(Objet requis pour test),(Item untuk tes)
emoji_desc_201,凶恶的鱼,凶恶的鱼,Fierce Fish,兇惡的魚,Pez feroz,Злая рыба,凶悪な魚,ปลาที่ดุร้าย,Pesce feroce,Peixe feroz,Cá hung dữ,흉악한 물고기,Wilder Fisch,Poisson féroce,Ikan ganas
emoji_desc_202,看起来很美的鸡,看起来很美的鸡,Stunning Chicken,看起來很美的雞,Pollo de apariencia hermosa,Красивая курица,美しく見える鶏,ไก่ที่ดูสวยงาม,Pollo dall'aspetto bellissimo,Galinha de aparência bela,Gà trông đẹp,아름다워 보이는 닭,Schön aussehendes Huhn,Poulet d’apparence belle,Ayam kelihatan cantik
emoji_desc_203,小丑专属面具,小丑专属面具,Clown Exclusive Mask,小丑專屬面具,Máscara exclusiva de payaso,Эксклюзивная маска клоуна,ピエロ専用マスク,หน้ากากเฉพาะตัวตลก,Maschera esclusiva del clown,Máscara exclusiva de palhaço,Mặt nạ độc quyền hề xiếc,광대 전용 마스크,Exklusive Clown-Maske,Masque exclusif de clown,Topeng khas badut
emoji_desc_204,晶莹剔透,晶莹剔透,Crystal Clear,晶瑩剔透,Cristalino,Кристально чистый,クリスタルクリア,แจ่มใส,Cristallino,Cristalino,Trong ve tinh thể,반짝반짝 투명한,Glasklar,Cristallin,Jernih berkilauan
emoji_desc_205,多汁的番茄,多汁的番茄,Juicy Tomato,多汁的番茄,Tomate jugoso,Сочный помидор,ジューシーなトマト,มะเขือเทศที่มีน้ำมาก,Pomodoro succoso,Tomate suculento,Cà chua nhiều nước,즙이 많은 토마토,Saftige Tomate,Tomate juteuse,Tomat berair
emoji_desc_206,一些信息,一些信息,Some Info,一些信息,Alguna información,Немного информации,いくつかの情報,ข้อมูลบางอย่าง,Alcune informazioni,Alguma informação,Một số thông tin,약간의 정보,Einige Informationen,Quelques informations,Beberapa maklumat
emoji_desc_207,屏幕好像裂开了,屏幕好像裂开了,The screen's cracking,屏幕好像裂開了,La pantalla parece rota,Экран как будто треснул,画面が割れたようです,จอภาพดูเหมือนแตก,Lo schermo sembra rotto,A tela parece quebrada,Màn hình có vẻ bị nứt,화면이 갈라진 것 같아요,Der Bildschirm scheint gerissen zu sein,L’écran semble fissuré,Skrin nampaknya pecah
emoji_desc_208,人畜无害的墨鱼,人畜无害的墨鱼,Harmless Squid,人畜無害的墨魚,Sepia inofensiva,Безобидная каракатица,無害なコウイカ,ปลาหมึกที่ไม่เป็นอันตราย,Seppia innocua,Lula inofensiva,Mực nang vô hại,무해한 갑오징어,Harmlose Sepia,Seiche inoffensive,Sotong tidak berbahaya
itemName_7901,随机普通品质道具,随机普通品质道具,Random Common Item,隨機普通品質道具,Objeto aleatorio de calidad común,Случайный предмет обычного качества,ランダム普通品質アイテム,ไอเท็มสุ่มคุณภาพธรรมดา,Oggetto casuale di qualità comune,Item aleatório de qualidade comum,Vật phẩm ngẫu nhiên chất phổ thông,랜덤 일반 품질 아이템,Zufälliger Gegenstand gewöhnlicher Qualität,Objet aléatoire de qualité commune,Barang acak kualitas umum
itemName_7902,随机绿色品质道具,随机绿色品质道具,Random Green Rarity Item,隨機綠色品質道具,Objeto aleatorio de calidad verde,Случайный предмет зелёного качества,ランダム緑品質アイテム,ไอเท็มสุ่มคุณภาพสีเขียว,Oggetto casuale di qualità verde,Item aleatório de qualidade verde,Vật phẩm ngẫu nhiên chất xanh lá,랜덤 녹색 품질 아이템,Zufälliger Gegenstand grüner Qualität,Objet aléatoire de qualité verte,Barang acak kualitas hijau
itemName_7903,随机蓝色品质道具,随机蓝色品质道具,Random Blue Rarity Item,隨機藍色品質道具,Objeto aleatorio de calidad azul,Случайный предмет синего качества,ランダム青品質アイテム,ไอเท็มสุ่มคุณภาพสีน้ำเงิน,Oggetto casuale di qualità blu,Item aleatório de qualidade azul,Vật phẩm ngẫu nhiên chất xanh dương,랜덤 파란색 품질 아이템,Zufälliger Gegenstand blauer Qualität,Objet aléatoire de qualité bleue,Barang acak kualitas biru
itemName_7904,随机紫色品质道具,随机紫色品质道具,Random Purple Rarity Item,隨機紫色品質道具,Objeto aleatorio de calidad morada,Случайный предмет фиолетового качества,ランダム紫品質アイテム,ไอเท็มสุ่มคุณภาพสีม่วง,Oggetto casuale di qualità viola,Item aleatório de qualidade roxa,Vật phẩm ngẫu nhiên chất tím,랜덤 보라색 품질 아이템,Zufälliger Gegenstand lila Qualität,Objet aléatoire de qualité violette,Barang acak kualitas ungu
itemName_7905,随机金色品质道具,随机金色品质道具,Random Golden Rarity Item,隨機金色品質道具,Objeto aleatorio de calidad dorada,Случайный предмет золотого качества,ランダム金品質アイテム,ไอเท็มสุ่มคุณภาพสีทอง,Oggetto casuale di qualità dorata,Item aleatório de qualidade dourada,Vật phẩm ngẫu nhiên chất vàng,랜덤 골드 품질 아이템,Zufälliger Gegenstand goldener Qualität,Objet aléatoire de qualité dorée,Barang acak kualitas emas
